,Score
SLCO3A1,8.14E-05
KIF3A,8.14E-05
SMARCC1,8.14E-05
SLC10A7,8.14E-05
CENPC,8.14E-05
UBOX5,8.14E-05
PCCB,8.14E-05
PIN1,8.14E-05
MSH2,8.14E-05
PRPF38B,8.14E-05
LRRC20,8.14E-05
TEX261,8.14E-05
APC2,8.14E-05
FAM104A,8.14E-05
TXLNG,8.14E-05
CEP76,8.14E-05
RPRD1A,8.14E-05
ZNF223,8.14E-05
EDIL3,8.14E-05
TMPRSS11BNL,8.14E-05
TTC14,8.14E-05
RPS6KB1,8.14E-05
SOWAHC,8.14E-05
DHFRL1,8.14E-05
MAP2K4,8.14E-05
MYRF,8.14E-05
SLCO1B3,8.14E-05
TNFAIP1,8.14E-05
ZIC1,8.14E-05
MYADM,8.14E-05
FAR2,8.14E-05
MPP5,8.14E-05
STK38L,8.14E-05
AKAP12,8.14E-05
DACH1,8.14E-05
PPP3R2,8.14E-05
YIPF5,8.14E-05
GNAI3,8.14E-05
ZNF558,8.14E-05
WWC3,8.14E-05
FAM149B1,8.14E-05
STARD7,8.14E-05
TLL1,8.14E-05
CRB1,8.14E-05
RASSF9,8.14E-05
SIM2,8.14E-05
ITGB1BP1,8.14E-05
FAM78A,8.14E-05
SLC29A3,8.14E-05
DHCR24,8.14E-05
FGF9,8.14E-05
FGB,8.14E-05
NAPB,8.14E-05
ATF7IP2,8.14E-05
SFXN1,8.14E-05
MPP7,8.14E-05
SUSD5,8.14E-05
TMLHE,8.14E-05
C6,8.14E-05
SLC5A1,8.14E-05
MYEF2,8.14E-05
ENOX2,8.14E-05
EIF2AK1,8.14E-05
RPL24,8.14E-05
SMIM15,8.14E-05
TRAPPC9,8.14E-05
NEK4,8.14E-05
NPEPPS,8.14E-05
PI4K2A,8.14E-05
BRD4,8.14E-05
MARVELD1,8.14E-05
SMPD3,8.14E-05
NUP43,8.14E-05
USH2A,8.14E-05
CYP2U1,8.14E-05
LURAP1,8.14E-05
PLGLB1,8.14E-05
PLGLB2,8.14E-05
STK32A,8.14E-05
TMEM186,8.14E-05
PIGV,8.14E-05
MTPAP,8.14E-05
ZNF442,8.14E-05
CD209,8.14E-05
IL18BP,8.14E-05
SYS1,8.14E-05
ZFHX2,8.14E-05
TTC38,8.14E-05
C1orf64,8.14E-05
AGAP2,8.14E-05
SLC37A2,8.14E-05
ABR,8.14E-05
MMP17,8.14E-05
PER1,8.14E-05
ST13,8.14E-05
LHX6,8.14E-05
BLOC1S3,8.04E-05
MKI67,8.04E-05
POLDIP3,8.04E-05
LRRFIP1,8.04E-05
NBN,8.04E-05
UBE2I,8.04E-05
CSTF2T,8.04E-05
EMILIN2,8.04E-05
OAF,8.04E-05
LIPT2,8.04E-05
CCDC71L,8.04E-05
LMX1A,8.04E-05
MLLT10,8.04E-05
BTG2,8.04E-05
DLC1,8.04E-05
SLC26A9,8.04E-05
IPO11,8.04E-05
NAP1L1,8.04E-05
TRIQK,8.04E-05
VPS36,8.04E-05
RIC8B,8.04E-05
ALG6,8.04E-05
TOX,8.04E-05
PRRC1,8.04E-05
PDPN,8.04E-05
BROX,8.04E-05
C18orf63,8.04E-05
MMP24,8.04E-05
RAX,8.04E-05
GTPBP4,8.04E-05
UEVLD,8.04E-05
MSL1,8.04E-05
NUDT5,8.04E-05
CCNB1IP1,8.04E-05
ZNF548,8.04E-05
ECHDC2,8.04E-05
ERBB2IP,8.04E-05
KLHL4,8.04E-05
REST,8.04E-05
ERI2,8.04E-05
ADCY7,8.04E-05
LDLR,8.04E-05
CBX8,8.04E-05
TERT,8.04E-05
HINT1,8.04E-05
SDHC,8.04E-05
AC012215.1,8.04E-05
POLR3G,8.04E-05
SIK1,8.04E-05
GID4,8.04E-05
SEC63,8.04E-05
LIX1,8.04E-05
SKA3,8.04E-05
KLHL9,8.04E-05
ARHGAP42,8.04E-05
GRHPR,8.04E-05
FAM20A,8.04E-05
RPA1,8.04E-05
GMEB2,8.04E-05
GCFC2,8.04E-05
RTF1,8.04E-05
SLC41A2,8.04E-05
KLK2,8.04E-05
MAT2B,8.04E-05
ZBTB24,8.04E-05
PSMD12,8.04E-05
CYTH2,8.04E-05
CEP68,8.04E-05
NCAPG2,8.04E-05
C19orf10,8.04E-05
C17orf105,8.04E-05
PLCXD1,8.04E-05
ARIH2,8.04E-05
KIF3C,8.04E-05
EGF,8.04E-05
ZNF860,8.04E-05
CRX,8.04E-05
AC010327.2,8.04E-05
CDKN2AIPNL,8.04E-05
GNPTG,8.04E-05
GJD3,8.04E-05
CCDC59,8.04E-05
ECE1,8.04E-05
CYP4V2,8.04E-05
MAN2B2,8.04E-05
GBP6,8.04E-05
ZNF2,8.04E-05
TMC6,8.04E-05
NLRC3,8.04E-05
SLC2A5,8.04E-05
RAB40B,8.04E-05
TBL2,8.04E-05
FAM83A,8.04E-05
NUTM2F,8.04E-05
SEC61A1,8.04E-05
NANP,7.94E-05
RRM2,7.94E-05
PABPC4L,7.94E-05
CD99L2,7.94E-05
DUSP18,7.94E-05
GNG2,7.94E-05
PDE4DIP,7.94E-05
ZNF276,7.94E-05
ANKRD44,7.94E-05
SPOCK1,7.94E-05
ITGAV,7.94E-05
SLC4A7,7.94E-05
AHR,7.94E-05
C21orf59,7.94E-05
SCN9A,7.94E-05
ARHGEF5,7.94E-05
RMND5B,7.94E-05
GTF2B,7.94E-05
UCHL3,7.94E-05
FAS,7.94E-05
WASL,7.94E-05
VAV3,7.94E-05
SLC16A14,7.94E-05
SEC14L1,7.94E-05
BTBD3,7.94E-05
TIA1,7.94E-05
BDNF,7.94E-05
PPP4R2,7.94E-05
HTR2A,7.94E-05
ESRRG,7.94E-05
SGK3,7.94E-05
C8orf44-SGK3,7.94E-05
KIAA0895,7.94E-05
ALCAM,7.94E-05
DENND2C,7.94E-05
PCMTD1,7.94E-05
ANKRD50,7.94E-05
FAM219A,7.94E-05
ZNF788,7.94E-05
SDAD1,7.94E-05
MAN1A1,7.94E-05
CUL5,7.94E-05
ANKRD6,7.94E-05
BFAR,7.94E-05
ENPEP,7.94E-05
WASF3,7.94E-05
PDHX,7.94E-05
DDHD2,7.94E-05
MTERF,7.94E-05
MED17,7.94E-05
YES1,7.94E-05
RIMS1,7.94E-05
CST3,7.94E-05
INHBB,7.94E-05
BRPF3,7.94E-05
IGSF10,7.94E-05
GOLGA8H,7.94E-05
ZNF525,7.94E-05
SYNJ1,7.94E-05
KIAA0355,7.94E-05
SPATS2,7.94E-05
NF1,7.94E-05
PIWIL2,7.94E-05
IL9R,7.94E-05
PRKAR1A,7.94E-05
S100PBP,7.94E-05
TMEM181,7.94E-05
AC005481.5,7.94E-05
PRR5L,7.94E-05
CKAP4,7.94E-05
EMC2,7.94E-05
KCND2,7.94E-05
PLAA,7.94E-05
DNAJB1,7.94E-05
WDR59,7.94E-05
ISPD,7.94E-05
TEP1,7.94E-05
TMEM64,7.94E-05
DMRTA1,7.94E-05
CABP4,7.94E-05
MUC19,7.94E-05
PDE6A,7.94E-05
MURC,7.94E-05
NPAT,7.94E-05
HOXB6,7.94E-05
WBSCR27,7.94E-05
SLC25A15,7.94E-05
CORO7,7.94E-05
PATE2,7.94E-05
HHLA1,7.94E-05
ATG9B,7.94E-05
SYT12,7.94E-05
CCL22,7.94E-05
THY1,7.94E-05
METTL21B,7.94E-05
ZBTB42,7.94E-05
BDKRB2,7.94E-05
ASB16,7.94E-05
KIAA1737,7.94E-05
SF1,7.94E-05
CEP63,7.94E-05
DNLZ,7.94E-05
PCDHB5,7.94E-05
AKAP1,7.94E-05
IL2RB,7.94E-05
ZSCAN30,7.94E-05
NUTM2G,7.94E-05
IL7R,7.94E-05
GPR176,7.94E-05
CLHC1,7.83E-05
ILF3,7.83E-05
MCM9,7.83E-05
C16orf45,7.83E-05
HOXC12,7.83E-05
EPAS1,7.83E-05
SNIP1,7.83E-05
LRP12,7.83E-05
ABCA10,7.83E-05
FAHD1,7.83E-05
PDZD2,7.83E-05
SLC25A34,7.83E-05
OSTM1,7.83E-05
TRIM35,7.83E-05
GPCPD1,7.83E-05
MBTPS2,7.83E-05
BAHD1,7.83E-05
GREB1,7.83E-05
ZNF783,7.83E-05
ZCCHC11,7.83E-05
TSPAN2,7.83E-05
HSPA14,7.83E-05
ACBD7,7.83E-05
FAR1,7.83E-05
N4BP2,7.83E-05
LMO3,7.83E-05
NDFIP1,7.83E-05
CCDC25,7.83E-05
FBXO33,7.83E-05
NRXN1,7.83E-05
PRICKLE1,7.83E-05
TMEM184C,7.83E-05
TM4SF18,7.83E-05
FAM160B1,7.83E-05
PDS5A,7.83E-05
NAA25,7.83E-05
FBXL17,7.83E-05
ZNF260,7.83E-05
CXCL9,7.83E-05
SAP30BP,7.83E-05
OGFOD1,7.83E-05
SUDS3,7.83E-05
NRG4,7.83E-05
CAPZA2,7.83E-05
DNAJB5,7.83E-05
GOLGA8M,7.83E-05
FAM110C,7.83E-05
LDHA,7.83E-05
TVP23A,7.83E-05
RBMXL1,7.83E-05
ANKRD63,7.83E-05
SETD5,7.83E-05
FDX1,7.83E-05
WBP11,7.83E-05
DNPEP,7.83E-05
MSH6,7.83E-05
SRSF7,7.83E-05
CPS1,7.83E-05
RETSAT,7.83E-05
HTR5A,7.83E-05
CNTN4,7.83E-05
IFIT1,7.83E-05
KLHL8,7.83E-05
OXSR1,7.83E-05
GPR85,7.83E-05
LAMC1,7.83E-05
RHOJ,7.83E-05
C1orf210,7.83E-05
ST3GAL2,7.83E-05
H2AFV,7.83E-05
SSTR1,7.83E-05
HIST1H2AG,7.83E-05
GOLGA8I,7.83E-05
CCNYL1,7.83E-05
PPL,7.83E-05
IL2RA,7.83E-05
CNOT4,7.83E-05
SYNPO,7.83E-05
DAAM2,7.83E-05
TCEA3,7.83E-05
MKI67IP,7.83E-05
CDNF,7.83E-05
TOMM20,7.83E-05
CHST15,7.83E-05
IKZF5,7.83E-05
NPLOC4,7.83E-05
GIGYF1,7.83E-05
RBBP9,7.83E-05
SLC12A2,7.83E-05
PPP1R15A,7.83E-05
CYBB,7.83E-05
COMMD9,7.83E-05
ZNF778,7.83E-05
C1orf115,7.83E-05
ANKRD22,7.83E-05
TOR4A,7.83E-05
LETM1,7.83E-05
SH3BP5L,7.83E-05
HEPH,7.83E-05
TP53TG5,7.83E-05
MOB3A,7.83E-05
PLA2G2D,7.83E-05
BHLHA15,7.83E-05
CCL1,7.83E-05
CYFIP2,7.83E-05
CEP89,7.83E-05
XPO5,7.83E-05
IL17REL,7.83E-05
C9orf91,7.83E-05
SBF1,7.83E-05
PIK3CD,7.83E-05
UBE2R2,7.83E-05
PCK1,7.83E-05
C5orf55,7.83E-05
FNDC5,7.83E-05
MCHR2,7.73E-05
NRK,7.73E-05
POLR2M,7.73E-05
COL25A1,7.73E-05
ZSCAN25,7.73E-05
GCOM1,7.73E-05
MME,7.73E-05
PLA2G2F,7.73E-05
NR5A2,7.73E-05
RP11-122A3.2,7.73E-05
LIMS1,7.73E-05
HSPB3,7.73E-05
PPP1R3A,7.73E-05
ZNF583,7.73E-05
ASAP1,7.73E-05
ADIPOR2,7.73E-05
FAM160B2,7.73E-05
JOSD1,7.73E-05
FAM83G,7.73E-05
SRD5A3,7.73E-05
MRPL44,7.73E-05
FRMD6,7.73E-05
F2RL1,7.73E-05
C2orf69,7.73E-05
ZNF367,7.73E-05
SMOC1,7.73E-05
DARS,7.73E-05
CACNA2D1,7.73E-05
ELK3,7.73E-05
BHLHB9,7.73E-05
CYFIP1,7.73E-05
RAD52,7.73E-05
ZNF829,7.73E-05
NLGN4X,7.73E-05
CDC6,7.73E-05
TBRG1,7.73E-05
TM4SF1,7.73E-05
KCNS1,7.73E-05
RABL3,7.73E-05
HAUS5,7.73E-05
CASC3,7.73E-05
H2AFJ,7.73E-05
CREBBP,7.73E-05
NDC1,7.73E-05
TTC26,7.73E-05
TNFSF4,7.73E-05
DMXL1,7.73E-05
ANKRD17,7.73E-05
XXYLT1,7.73E-05
CLTC,7.73E-05
UBE2G1,7.73E-05
TTYH3,7.73E-05
ASH1L,7.73E-05
NYAP2,7.73E-05
KIAA1324L,7.73E-05
IRF6,7.73E-05
TAS2R5,7.73E-05
CABP7,7.73E-05
FAM172A,7.73E-05
PLEKHH2,7.73E-05
IER3IP1,7.73E-05
PGBD4,7.73E-05
TBC1D22A,7.73E-05
PLEKHA1,7.73E-05
CPT1A,7.73E-05
NEO1,7.73E-05
DOT1L,7.73E-05
PLCB1,7.73E-05
ZNF487,7.73E-05
JAM3,7.73E-05
MTMR7,7.73E-05
TLK2,7.73E-05
MPZL3,7.73E-05
ZNF527,7.73E-05
PPP1R3D,7.73E-05
ARHGAP11A,7.73E-05
ZFP1,7.73E-05
NLRP1,7.73E-05
RGS18,7.73E-05
CD2BP2,7.73E-05
KANSL3,7.73E-05
SLAMF8,7.73E-05
CLIP2,7.73E-05
CYP8B1,7.73E-05
GPR55,7.73E-05
PLIN4,7.73E-05
SMIM7,7.73E-05
CX3CL1,7.73E-05
POLI,7.73E-05
ZNF404,7.73E-05
CD248,7.73E-05
TBC1D10B,7.73E-05
MAX,7.73E-05
KCNIP3,7.73E-05
ARHGEF18,7.73E-05
PGBD5,7.73E-05
THAP2,7.63E-05
BPI,7.63E-05
SGOL1,7.63E-05
AC004899.1,7.63E-05
RHO,7.63E-05
ZNF365,7.63E-05
CLPX,7.63E-05
ZNF25,7.63E-05
ZC3H4,7.63E-05
TOX4,7.63E-05
LRRC32,7.63E-05
WIZ,7.63E-05
TIMM22,7.63E-05
ZC3H15,7.63E-05
HMGA2,7.63E-05
ICOS,7.63E-05
PDGFB,7.63E-05
SULF1,7.63E-05
AASS,7.63E-05
ELOVL2,7.63E-05
ULBP3,7.63E-05
TMTC2,7.63E-05
PTPRE,7.63E-05
COPS2,7.63E-05
RBM22,7.63E-05
ZEB1,7.63E-05
CRIM1,7.63E-05
SLC6A11,7.63E-05
KCNE4,7.63E-05
ZNF770,7.63E-05
ITGA8,7.63E-05
ATG10,7.63E-05
UBN1,7.63E-05
PRDM10,7.63E-05
HOXC8,7.63E-05
S1PR3,7.63E-05
C6orf132,7.63E-05
ATP5G1,7.63E-05
PRSS16,7.63E-05
MAMDC4,7.63E-05
CACNA2D2,7.63E-05
ZDHHC17,7.63E-05
BNIP3,7.63E-05
KCNJ14,7.63E-05
TESPA1,7.63E-05
LITAF,7.63E-05
SNRNP48,7.63E-05
ARHGAP18,7.63E-05
HNRNPUL1,7.63E-05
NAIF1,7.63E-05
CA13,7.63E-05
SHCBP1,7.63E-05
IGFBPL1,7.63E-05
C17orf72,7.63E-05
VPS39,7.63E-05
GHITM,7.63E-05
DNAH9,7.63E-05
DUXA,7.63E-05
PDGFRB,7.63E-05
GSKIP,7.63E-05
SUPT7L,7.63E-05
BICC1,7.63E-05
DDX17,7.63E-05
LPPR5,7.63E-05
SRC,7.63E-05
USP14,7.63E-05
EPGN,7.63E-05
GMNC,7.63E-05
RASGRF1,7.63E-05
ATAD1,7.63E-05
KAL1,7.63E-05
GPR110,7.63E-05
PAPD4,7.63E-05
SEC22A,7.63E-05
GPATCH11,7.63E-05
HCAR1,7.63E-05
SLC12A3,7.63E-05
SLC6A19,7.63E-05
PARK2,7.63E-05
OLFM2,7.63E-05
WNT7B,7.63E-05
KDM4B,7.63E-05
SLITRK1,7.63E-05
GRK1,7.63E-05
EXOC7,7.63E-05
IGHMBP2,7.63E-05
SURF2,7.63E-05
KLHL25,7.63E-05
CASC10,7.63E-05
ADD1,7.63E-05
ST7L,7.63E-05
SATB1,7.53E-05
ARHGEF15,7.53E-05
NHLRC3,7.53E-05
ARHGEF7,7.53E-05
EDAR,7.53E-05
ZNF677,7.53E-05
MRPL50,7.53E-05
HEY2,7.53E-05
AGBL3,7.53E-05
TMEM39A,7.53E-05
EBPL,7.53E-05
LDLRAD1,7.53E-05
DUSP22,7.53E-05
MTUS1,7.53E-05
PDHB,7.53E-05
KCNQ4,7.53E-05
COL1A1,7.53E-05
PRR18,7.53E-05
CRY2,7.53E-05
RNF38,7.53E-05
MEI4,7.53E-05
VEZF1,7.53E-05
PDE5A,7.53E-05
MATN1,7.53E-05
PRMT3,7.53E-05
RAB14,7.53E-05
RNF182,7.53E-05
ELOVL7,7.53E-05
ID4,7.53E-05
AL450307.1,7.53E-05
AKAP10,7.53E-05
TMEM231,7.53E-05
LPCAT2,7.53E-05
PHC1,7.53E-05
DGKD,7.53E-05
DCAF12,7.53E-05
FLRT3,7.53E-05
TSC22D1,7.53E-05
NDST3,7.53E-05
DCAF4L1,7.53E-05
TBC1D15,7.53E-05
ZNF845,7.53E-05
IMPACT,7.53E-05
ZNF45,7.53E-05
DSC1,7.53E-05
NAA15,7.53E-05
LCP2,7.53E-05
SPHAR,7.53E-05
TCEAL4,7.53E-05
KIAA1211,7.53E-05
CD99,7.53E-05
SCRT1,7.53E-05
KCNJ13,7.53E-05
CELSR1,7.53E-05
SLC39A13,7.53E-05
GOLGA8J,7.53E-05
PTPN1,7.53E-05
MPL,7.53E-05
WDTC1,7.53E-05
FBXO9,7.53E-05
ZNF274,7.53E-05
UBE2Z,7.53E-05
HOXB13,7.53E-05
CTD-2228K2.5,7.53E-05
TGFA,7.53E-05
THBD,7.53E-05
GPR126,7.53E-05
TIMM10B,7.53E-05
VPS33A,7.53E-05
TSPYL4,7.53E-05
CYP4F12,7.53E-05
HRASLS5,7.53E-05
FAAH,7.53E-05
CAB39L,7.53E-05
CYP11B1,7.53E-05
NOL6,7.53E-05
MFSD2A,7.53E-05
USH1G,7.53E-05
CAPN5,7.53E-05
INADL,7.53E-05
LDLRAD2,7.53E-05
ADAMTS13,7.53E-05
PARD6G,7.53E-05
SYPL2,7.53E-05
KIR3DX1,7.53E-05
TTC7A,7.53E-05
PADI2,7.53E-05
METTL9,7.53E-05
GATS,7.53E-05
FASN,7.53E-05
TMEM30A,7.43E-05
GRIK4,7.43E-05
NOVA1,7.43E-05
EXD2,7.43E-05
TEKT1,7.43E-05
CCDC117,7.43E-05
EARS2,7.43E-05
ADAP1,7.43E-05
LCP1,7.43E-05
ZFP41,7.43E-05
ZNF891,7.43E-05
ATP10B,7.43E-05
ZBTB26,7.43E-05
CLASP1,7.43E-05
ZXDB,7.43E-05
WHAMM,7.43E-05
RNF111,7.43E-05
SRM,7.43E-05
MEGF6,7.43E-05
CDK1,7.43E-05
ZMYM4,7.43E-05
SEC23B,7.43E-05
ARID3B,7.43E-05
E2F6,7.43E-05
TSPYL5,7.43E-05
EOGT,7.43E-05
CDV3,7.43E-05
CACNG4,7.43E-05
UBE2G2,7.43E-05
PRDM1,7.43E-05
HK2,7.43E-05
RAB3GAP2,7.43E-05
ULBP1,7.43E-05
NR2F2,7.43E-05
TEX9,7.43E-05
C18orf54,7.43E-05
RIMKLB,7.43E-05
GOLGA8O,7.43E-05
GOLGA8R,7.43E-05
HAT1,7.43E-05
SUCNR1,7.43E-05
FCRL5,7.43E-05
HOMER1,7.43E-05
ANO3,7.43E-05
ZNF619,7.43E-05
PIAS1,7.43E-05
ELAVL4,7.43E-05
MTMR4,7.43E-05
C15orf61,7.43E-05
SLC38A2,7.43E-05
CBFB,7.43E-05
SLC11A2,7.43E-05
PPP2R5C,7.43E-05
PRMT10,7.43E-05
FGFR1,7.43E-05
SCN2A,7.43E-05
TNRC6A,7.43E-05
ERC2,7.43E-05
RAB8A,7.43E-05
SP6,7.43E-05
RNF40,7.43E-05
POLD3,7.43E-05
SEMA4D,7.43E-05
CCDC30,7.43E-05
ALX1,7.43E-05
STT3A,7.43E-05
HNRNPK,7.43E-05
RAB33B,7.43E-05
ARID2,7.43E-05
CCNDBP1,7.43E-05
RAB11FIP5,7.43E-05
ELL,7.43E-05
AREL1,7.43E-05
RP11-204N11.1,7.43E-05
GOLGA8N,7.43E-05
SYT5,7.43E-05
RRM2B,7.43E-05
TLK1,7.43E-05
C21orf62,7.43E-05
MAOA,7.43E-05
KCNA7,7.43E-05
TRAK1,7.43E-05
STIM1,7.43E-05
PPARD,7.43E-05
CHST14,7.43E-05
SEC14L6,7.43E-05
AIDA,7.43E-05
AL031663.2,7.43E-05
PLEKHG2,7.43E-05
UBR7,7.43E-05
DHDDS,7.43E-05
OPALIN,7.43E-05
SLC16A6,7.43E-05
SPRN,7.43E-05
C19orf54,7.43E-05
TBC1D14,7.43E-05
APOL4,7.43E-05
RGL1,7.43E-05
POM121,7.43E-05
RET,7.43E-05
GALNT5,7.43E-05
TMEM201,7.43E-05
PYCRL,7.43E-05
ANTXR1,7.43E-05
SFTPB,7.43E-05
SPEM1,7.43E-05
CYTH4,7.43E-05
RAPGEF1,7.43E-05
FLNB,7.43E-05
C2orf82,7.43E-05
TPRA1,7.43E-05
DDX51,7.43E-05
TPCN1,7.43E-05
CHTF8,7.43E-05
DCTN4,7.43E-05
GPN1,7.33E-05
PLB1,7.33E-05
RCAN2,7.33E-05
KLHL29,7.33E-05
JMJD1C,7.33E-05
SLC39A10,7.33E-05
CAMSAP2,7.33E-05
RAB37,7.33E-05
PCSK2,7.33E-05
ABHD4,7.33E-05
CCDC58,7.33E-05
FKBP4,7.33E-05
TLR5,7.33E-05
CCNJ,7.33E-05
USP38,7.33E-05
ELOVL4,7.33E-05
ARRDC4,7.33E-05
NIPAL4,7.33E-05
SULF2,7.33E-05
MSN,7.33E-05
DSG3,7.33E-05
DCUN1D4,7.33E-05
SOSTDC1,7.33E-05
C17orf75,7.33E-05
GCLM,7.33E-05
APLF,7.33E-05
EPSTI1,7.33E-05
CHRAC1,7.33E-05
PLA2G4E,7.33E-05
PAFAH2,7.33E-05
CLLU1,7.33E-05
SH3KBP1,7.33E-05
SETX,7.33E-05
GPR135,7.33E-05
E2F7,7.33E-05
SLC14A1,7.33E-05
C12orf66,7.33E-05
CXorf56,7.33E-05
ARHGAP5,7.33E-05
SLC2A10,7.33E-05
SPEN,7.33E-05
NAV3,7.33E-05
ACP1,7.33E-05
ENC1,7.33E-05
ARF6,7.33E-05
FAM210B,7.33E-05
FAM115C,7.33E-05
CYB561,7.33E-05
SMC5,7.33E-05
DNAJC6,7.33E-05
STXBP1,7.33E-05
AHI1,7.33E-05
ZC3H13,7.33E-05
CHIC2,7.33E-05
ASB15,7.33E-05
CCNG1,7.33E-05
ERLIN1,7.33E-05
RCC2,7.33E-05
RER1,7.33E-05
RPF2,7.33E-05
TBPL1,7.33E-05
PTGR2,7.33E-05
MAFK,7.33E-05
NREP,7.33E-05
STX2,7.33E-05
TSTD2,7.33E-05
ATP11C,7.33E-05
ZNF160,7.33E-05
KCTD9,7.33E-05
CCDC134,7.33E-05
RSRC2,7.33E-05
F5,7.33E-05
CRLS1,7.33E-05
ANK2,7.33E-05
SIX5,7.33E-05
TMEM87B,7.33E-05
ATP8B2,7.33E-05
SHROOM2,7.33E-05
HRH4,7.33E-05
HIST1H2BF,7.33E-05
C4orf29,7.33E-05
CR1,7.33E-05
RFESD,7.33E-05
PRPH2,7.33E-05
UBE2E3,7.33E-05
APLNR,7.33E-05
C3orf14,7.33E-05
CSRNP2,7.33E-05
LTF,7.33E-05
SMG7,7.33E-05
CD1D,7.33E-05
SOX7,7.33E-05
TRIM26,7.33E-05
IQGAP1,7.33E-05
PGP,7.33E-05
ABLIM3,7.33E-05
ALG1,7.33E-05
COMTD1,7.33E-05
C6orf25,7.33E-05
MALSU1,7.33E-05
AC110781.3,7.33E-05
CHCHD5,7.33E-05
LSS,7.33E-05
LMNB2,7.33E-05
PEX10,7.33E-05
C1QTNF6,7.33E-05
LPIN3,7.33E-05
RP11-247C2.2,7.33E-05
C5orf64,7.33E-05
STRADA,7.33E-05
RD3,7.33E-05
RELA,7.33E-05
CORO2B,7.33E-05
ADRA2B,7.33E-05
CHAF1B,7.33E-05
CRHR2,7.33E-05
ARFIP2,7.33E-05
RASSF5,7.33E-05
TGFBI,7.23E-05
GNB5,7.23E-05
YWHAG,7.23E-05
TC2N,7.23E-05
SH2D4B,7.23E-05
SLC25A23,7.23E-05
ABHD13,7.23E-05
HIST1H2BN,7.23E-05
8-Sep,7.23E-05
ACSL4,7.23E-05
FAM120C,7.23E-05
ZC3H14,7.23E-05
ERCC1,7.23E-05
SEC24A,7.23E-05
IGLON5,7.23E-05
CERCAM,7.23E-05
PXDN,7.23E-05
KLF9,7.23E-05
EZH1,7.23E-05
ZKSCAN5,7.23E-05
HDLBP,7.23E-05
ROBO1,7.23E-05
LIX1L,7.23E-05
PPP4R4,7.23E-05
GCSAM,7.23E-05
RAB11B,7.23E-05
KBTBD6,7.23E-05
SLC24A5,7.23E-05
PROX2,7.23E-05
TMEM123,7.23E-05
TMED7-TICAM2,7.23E-05
UBTF,7.23E-05
C14orf142,7.23E-05
B3GALTL,7.23E-05
7-Mar,7.23E-05
FBXO36,7.23E-05
ATP6V1A,7.23E-05
SPAST,7.23E-05
PLEKHS1,7.23E-05
ATP13A3,7.23E-05
PHF20L1,7.23E-05
SMEK2,7.23E-05
NR3C2,7.23E-05
TRDN,7.23E-05
BMP7,7.23E-05
PIKFYVE,7.23E-05
TP53BP2,7.23E-05
PTGS2,7.23E-05
WWP2,7.23E-05
PHKA1,7.23E-05
AARD,7.23E-05
MCTP1,7.23E-05
CATSPER2,7.23E-05
MAGI1,7.23E-05
CCNB1,7.23E-05
CYP2C8,7.23E-05
FAM49B,7.23E-05
FBXW11,7.23E-05
ZNF669,7.23E-05
BTN3A1,7.23E-05
KRBA2,7.23E-05
GOLGA8K,7.23E-05
SS18L1,7.23E-05
GOLGA8F,7.23E-05
BTN2A1,7.23E-05
PCDH9,7.23E-05
HAPLN4,7.23E-05
DGKQ,7.23E-05
RASA2,7.23E-05
SRF,7.23E-05
EPC2,7.23E-05
IL18R1,7.23E-05
EIF3H,7.23E-05
TWF1,7.23E-05
RAPGEF2,7.23E-05
PDE4A,7.23E-05
TMEM167B,7.23E-05
ZIC4,7.23E-05
CCDC170,7.23E-05
TWSG1,7.23E-05
MLC1,7.23E-05
SLC19A3,7.23E-05
UBIAD1,7.23E-05
RAB42,7.23E-05
F9,7.23E-05
NICN1,7.23E-05
SSTR3,7.23E-05
PRR24,7.23E-05
CCDC125,7.23E-05
SLC11A1,7.23E-05
TMEM105,7.23E-05
RP11-114H20.1,7.23E-05
RP11-363G10.2,7.23E-05
GABRA3,7.23E-05
PNMAL2,7.23E-05
FZD2,7.23E-05
NUAK2,7.23E-05
MOGS,7.23E-05
OCRL,7.23E-05
SLC12A7,7.23E-05
EPB41L4A,7.23E-05
RPL18A,7.23E-05
FCHSD1,7.23E-05
AP001579.1,7.23E-05
ADI1,7.23E-05
AP5Z1,7.23E-05
EDARADD,7.23E-05
HJURP,7.23E-05
POLR3F,7.23E-05
EPN2,7.13E-05
STAU2,7.13E-05
PIP4K2A,7.13E-05
MTMR6,7.13E-05
PTPRC,7.13E-05
SLC25A25,7.13E-05
EVX2,7.13E-05
CMTM6,7.13E-05
PIGL,7.13E-05
CDKL2,7.13E-05
GPR34,7.13E-05
GREB1L,7.13E-05
MAP3K1,7.13E-05
MED6,7.13E-05
PKN2,7.13E-05
C11orf84,7.13E-05
MOB4,7.13E-05
HSPE1-MOB4,7.13E-05
SALL3,7.13E-05
TMEM233,7.13E-05
CEP44,7.13E-05
MRPL39,7.13E-05
KCNE3,7.13E-05
RP11-169F17.1,7.13E-05
CCSER1,7.13E-05
SNRK,7.13E-05
BNIP3L,7.13E-05
PIK3C2A,7.13E-05
C11orf30,7.13E-05
SNX9,7.13E-05
ZBTB6,7.13E-05
TMEM30B,7.13E-05
ZNF878,7.13E-05
ASPH,7.13E-05
CD2AP,7.13E-05
RCHY1,7.13E-05
ZNF230,7.13E-05
DAG1,7.13E-05
ATF2,7.13E-05
C1orf213,7.13E-05
GGACT,7.13E-05
